pcf_id,ingram_part,description,vendor_name,vendor_part,customer_price,available_qty,category,subcategory,solotodo_id,pcf_price,min_price,mode_price,mean_price
,1000329,RACK PDU BASIC ZERO U 16A,Apc,AP9572,82.21,1,Protección Eléctrica y Racks,PDUs y Componentes,,,,,
,1005909,TONER HP 05X NEGRO 6500 PAG,Hp,CE505X,193.07,97,Suministros y Medios,Suministros Láser,260299,,115000,,207142
,1021818,TONER HP 55X NEGRO 6000 PAG,Hp,CE255X,272.57,35,Suministros y Medios,Suministros Láser,260104,,194900,,304974
,1096738,ZEBRA WHITE PVC CARDS 30 MIL 500 CARDS,Zebra,104523-111,48.47,59,Suministros y Medios,Tarjetas Identificación Etiq y Portadore,,,,,
,1138029,78A BLACK LJ TONER CART CE278A,Hp,CE278A,88.42,722,Suministros y Medios,Suministros Láser,260019,,8990,,98203
,1188584,ETIQUETA DK1201,Brother,DK1201,7.62,32,Componentes de Sistema,Componentes de Gabinete,,,,,
,1188586,ETIQUETA DK1204,Brother,DK-1204,7.26,49,Suministros y Medios,Etiquetas y Aplicadores,,,,,
,1188589,ETIQUETA DK1221,Brother,DK-1221,12.19,5,Suministros y Medios,Etiquetas y Aplicadores,,,,,
,1188657,CINTA M731,Brother,M-731,3.41,4,Suministros y Medios,Etiquetas y Aplicadores,,,,,
,1188673,CARTUCHO DE TINTA LC1100C CIAN,Brother,LC-1100C,10.01,10,Suministros y Medios,Suministros Inyección de Tinta,,,,,
,1188674,CARTUCHO DE TINTALC1100M MAGENTA,Brother,LC-1100M,10.01,15,Suministros y Medios,Suministros Inyección de Tinta,,,,,
,1198581,DOOR SWITCH SENSOR F/ ROOMS,Apc,NBES0302,76.85,2,Protección Eléctrica y Racks,Componentes UPS,,,,,
,1404445,DESK MOUNT CABLE ANCHOR,Kensington,K64613WW,4.97,5,Seguridad Física,Opciones de Seguridad Física y Accs,,,,,
,1504420,CARTUCHO DE TINTALC60BK NEGRO,Brother,LC-60BK,16.16,7,Suministros y Medios,Suministros Inyección de Tinta,,,,,
,1504421,CARTUCHO DE TINTA LC60C CIAN,Brother,LC-60C,8.58,6,Suministros y Medios,Suministros Inyección de Tinta,,,,,
,1504422,CARTUCHO DE TINTA LC60M MAGENTA,Brother,LC-60M,8.58,1,Suministros y Medios,Suministros Inyección de Tinta,,,,,
,1504423,CARTUCHO DE TINTA LC60Y AMARILLO,Brother,LC-60Y,8.58,5,Suministros y Medios,Suministros Inyección de Tinta,,,,,
,1540299,CINTA TZE131,Brother,TZE-131,11.6,48,Suministros y Medios,Etiquetas y Aplicadores,,,,,
,1540301,CINTA TZE631,Brother,TZE-631,11.0,1,Impresoras,Impresoras de Etiquetas Hogar/Oficina,,,,,
,1540302,CINTA TZE641,Brother,TZE-641,6.68,1,Suministros y Medios,Etiquetas y Aplicadores,,,,,
,1546502,CINTA TZE251,Brother,TZE-251,15.93,66,Suministros y Medios,Suministros Fax/Fotocopiadoras,400587,,20063,,20063
,1581461,12 LP4 to 2x SATA Power Y Cable Adapter,Startech.Com,PYO2LP4SATA,3.49,7,Cables,Cables de Poder,,,,,
,1581574,6 FT 2-IN-1 USB KVM CABLE,Startech.Com,SVUSB2N1_6,15.61,3,Cables,Cables Seriales y Adaptadores,,,,,
,1583975,Adaptador USB a PS/2 H a M,Startech.Com,GC46FMKEY,5.41,4,Cables,Cables Seriales y Adaptadores,,,,,
,1584725,DB9 to RJ45 Modular Adapter - F/F,Startech.Com,GC98FF,3.72,8,Dispositivos de Entrada/Salida,Tarjetas Seriales,,,,,
,1586371,Adaptador USB a PS/2 M a H,Startech.Com,GC46MF,3.35,4,Cables,Cables Seriales y Adaptadores,,,,,
,1587829,6 ft VGA Monitor Cable - HD15 M/M,Startech.Com,MXT101MM,7.7,2,Cables,Cables y Adaptadores de Audio,,,,,
,1587949,KIT DE MANTENIMIENTO MC-10,Canon,1320B014,67.01,22,Impresoras,Upgrades de Impresora,,,,,
,1589965,Fan Silencioso Caja PC TX3,Startech.Com,FAN8X25TX3L,7.54,2,Componentes de Sistema,Componentes de Tarjetas Madre,132369,,9684,,11585
,1590236,TINTA PFI-102 AMARILLO - 130 ML,Canon,0898B001,68.23,11,Suministros y Medios,Suministros Inyección de Tinta,260176,,81799,,89354
,1590327,TINTA PFI-102 MAGENTA - 130 ML,Canon,0897B001,63.28,11,Suministros y Medios,Suministros Inyección de Tinta,260174,,75338,,81066
,1590486,TINTA PFI-102 NEGRO MATE- 130 ML,Canon,0894B001,63.28,4,Suministros y Medios,Suministros Inyección de Tinta,260177,,75338,,83768
,1594313,5.25in Trayless Mobile Rack for 3.5in HD,Startech.Com,HSB100SATBK,34.16,9,Dispositivos de Almacenamiento,Componentes para Racks y Cajas de Discos,,,,,
,1596300,10 ft DisplayPort Cable with Latches M/M,Startech.Com,DISPLPORT10L,16.57,75,Cables,Cables y Adaptadores de Audio,,,,,
,1597583,"Adaptador Disco SATA 2,5 a 3,5",Startech.Com,BRACKET25SAT,9.36,4,Dispositivos de Almacenamiento,Componentes para Racks y Cajas de Discos,,,,,
,1598622,6 ft DisplayPort Cable w/ Latches,Startech.Com,DISPLPORT6L,13.19,21,Cables,Cables y Adaptadores de Video,,,,,
,1601014,PCI Express to PCI Adapter Card,Startech.Com,PEX1PCI1,48.06,4,Cables,Cables Seriales y Adaptadores,,,,,
,1604447,1 ft Panel Mount USB Cable A to A - F/M,Startech.Com,USBPNLAFAM1,5.17,4,Cables,Cables y Adaptadores USB,,,,,
,1604565,Cable 30cm USB B H a M Panel,Startech.Com,USBPNLBFBM1,7.21,20,Cables,Cables y Adaptadores USB,,,,,
,1606566,Mini DisplayPort to DVI Video Adapter,Startech.Com,MDP2DVI,12.77,5,Cables,Cables y Adaptadores USB,,,,,
,1607691,Adaptador DisplayPort a DVI Conversor,Startech.Com,DP2DVI2,14.51,10,Cables,Cables y Adaptadores de Audio + Video,,,,,
,1609726,Mountable Industrial 7 Port USB Hub,Startech.Com,ST7200USBM,108.35,4,Computadores Servidores y Notebooks,Accesorios de Notebooks en kit,,,,,
,1610309,Cable 3m Coaxial VGA de Alta Resolución,Startech.Com,MXT101MMHQ10,15.3,100,Cables,Cables y Adaptadores de Video,,,,,
,1610353,2 Port USB HDMI KVM Switch w/ Audio,Startech.Com,SV231HDMIUA,198.08,6,Dispositivos de Entrada/Salida,KVMs y Componentes,,,,,
,1611405,"Cable 1,8m Mini B a USB A en Y",Startech.Com,USB2HABMY6,5.17,10,Cables,Cables y Adaptadores USB,,,,,
,1613674,Pack 50 Tornillos Tuercas M6,Startech.Com,CABSCREWM6,42.01,5,Protección Eléctrica y Racks,Componentes Rack,,,,,
,1613837,2 Port USB DisplayPort KVM Switch,Startech.Com,SV231DPUA,199.16,16,Dispositivos de Entrada/Salida,KVMs y Componentes,,,,,
,1615001,Cable 3m MiniDisplayPort 1.2 a DP,Startech.Com,MDP2DPMM10,15.17,10,Cables,Cables y Adaptadores de Audio + Video,,,,,
,1616089,"Cable USB 3.0 A Macho de 1,8m",Startech.Com,USB3SAA6BK,9.71,3,Cables,Cables y Adaptadores USB,,,,,
,1617284,6 ft DisplayPort to DVI Cable - M/M,Startech.Com,DP2DVI2MM6,4.54,3,Cables,Cables y Adaptadores de Audio,,,,,
,1617411,DisplayPort to VGA Video Converter.,Startech.Com,DP2VGA2,24.03,4,Cables,Cables y Adaptadores de Audio + Video,,,,,
,1618800,Mountable 4 Port Rugged USB 3.0 Hub,Startech.Com,ST4300USBM,118.99,2,Computadores Servidores y Notebooks,Accesorios de Notebooks en kit,,,,,
,1668654,CINTA TZE221,Brother,TZE-221,10.67,129,Suministros y Medios,Cartuchos Ópticos CD/DVD/Magnéticos,,,,,
,1677398,TAMBOR DR310CL,Brother,DR-310CL,141.95,2,Suministros y Medios,Suministros Láser,,,,,
,1677400,CINTA TZE121,Brother,TZE-121,10.08,24,Suministros y Medios,Etiquetas y Aplicadores,400591,,13590,,13590
,1678077,CINTA TZE141,Brother,TZE-141,13.13,10,Suministros y Medios,Etiquetas y Aplicadores,,,,,
,1680623,CINTA TZES221,Brother,TZE-S221,10.78,8,Suministros y Medios,Etiquetas y Aplicadores,400596,,13572,,13572
,1680645,CINTA TZES651,Brother,TZE-S651,15.93,39,Suministros y Medios,Etiquetas y Aplicadores,,,,,
,1689833,TONER TN410,Brother,TN-410,33.65,9,Suministros y Medios,Suministros Láser,,,,,
,1694464,WRIST PILLOW BLUE,Kensington,L22803US,6.23,4,Equipamiento de Oficina,"Mousepads, Apoyamuñecas y Descanso",,,,,
,1708382,CINTA TZES631,Brother,TZE-S631,5.98,3,Suministros y Medios,Etiquetas y Aplicadores,,,,,
,1708383,CINTA TZE325,Brother,TZE-325,5.75,51,Suministros y Medios,Etiquetas y Aplicadores,,,,,
,1708384,CINTA TZE345,Brother,TZE-345,15.35,10,Suministros y Medios,Etiquetas y Aplicadores,,,,,
,1722049,2 Port HDMI Video Splitter & Amplifier,Startech.Com,ST122HDMI2,98.65,5,Cables,Cables y Adaptadores de Audio + Video,,,,,
,1737476,CINTA TZE335,Brother,TZE-335,11.73,3,Suministros y Medios,Etiquetas y Aplicadores,,,,,
,1744843,CINTA TZES641,Brother,TZE-S641,13.36,43,Suministros y Medios,Etiquetas y Aplicadores,,,,,
,1788132,CARTUCHO DE TINTA LC75C CIAN,Brother,LC-75C,12.21,5,Suministros y Medios,Suministros Láser,,,,,
,1788160,CINTA TZEFX231,Brother,TZE-FX231,12.08,44,Suministros y Medios,Etiquetas y Aplicadores,,,,,
,1813936,CINTA TZE231,Brother,TZE-231,11.48,1622,Suministros y Medios,Cartuchos Ópticos CD/DVD/Magnéticos,,,,,
,1822405,2m DVI-D Dual Link Cable - M/M,Startech.Com,DVIDDMM2M,14.3,11,Cables,Cables y Adaptadores de Video,,,,,
,1822406,3m DVI-D Dual Link Cable - M/M,Startech.Com,DVIDDMM3M,14.39,1,Cables,Cables y Adaptadores de Video,,,,,
,1822995,5m DisplayPort Cable with Latches M/M,Startech.Com,DISPL5M,27.7,10,Cables,Cables y Adaptadores de Video,,,,,
,1822998,Cable 1m Mini DisplayPort DP,Startech.Com,MDP2DPMM1M,3.83,1,Cables,Cables y Adaptadores de Video,,,,,
,1832762,10 ft USB 2.0 Certified A to B Cable M/M,Startech.Com,USB2HAB10,5.75,7,Cables,Cables y Adaptadores USB,,,,,
,1832764,6 ft USB 2.0 Certified A to B Cable M/M,Startech.Com,USB2HAB6,6.58,9,Cables,Cables y Adaptadores USB,,,,,
,1857617,CINTA TZE 315,Brother,TZE-315,10.78,7,Suministros y Medios,Etiquetas y Aplicadores,400592,,13572,,13572
,1857618,CINTA TZES661,Brother,TZE-S661,20.51,14,Suministros y Medios,Etiquetas y Aplicadores,,,,,
,1861116,Cable de extension alimentacion EPS 8p,Startech.Com,EPS8EXT,4.11,19,Cables,Cables de Poder,,,,,
,1861155,3m High Speed HDMI to DVI Cable,Startech.Com,HDDVIMM3M,12.45,21,Cables,Cables y Adaptadores de Video,,,,,
,1861174,6 ft High Speed HDMI Cable w/ Ethernet,Startech.Com,HDMIMM6HS,13.23,10,Cables,Cables y Adaptadores de Video,,,,,
,1861176,SINGLE OUTLET FEMALE HDMI WALL PLATE WHI,Startech.Com,HDMIPLATE,10.04,8,Cables,Cables y Adaptadores de Audio + Video,,,,,
,1861178,10m HDMI Cable - HDMI - M/M,Startech.Com,HDMM10M,50.54,13,Cables,Cables y Adaptadores de Video,,,,,
,1861310,"Cable de Red 7,6m Cat6 RJ45 ETL Negro",Startech.Com,N6PATCH25BK,14.3,3,Cables,Cables y Adaptadores Fibra Optica,,,,,
,1861433,15 ft USB 2.0 A to B Cable - M/M,Startech.Com,USB2HAB15,7.67,5,Cables,Cables y Adaptadores USB,,,,,
,1861436,2m USB 2.0 A to B Cable - M/M,Startech.Com,USB2HAB2M,2.8,15,Cables,Cables y Adaptadores USB,,,,,
,1861439,5m USB 2.0 A to B Cable - M/M,Startech.Com,USB2HAB5M,8.28,10,Cables,Cables y Adaptadores USB,,,,,
,1861465,Cable USB 2.0 Beige 1.8m USB A a B,Startech.Com,USBFAB_6,7.0,10,Cables,Cables y Adaptadores USB,,,,,
,1885781,CINTA TZEFX241,Brother,TZEFX241,13.95,29,Suministros y Medios,Etiquetas y Aplicadores,,,,,
,1902657,ESTUCHE POWERSHOT PSC-LA II,Canon,8801A001AA,0.0,9,Cámaras y Escáners,Bolsos y Fundas de Cámaras,,,,,
,1917404,CINTA TZE243,Brother,TZE-243,6.75,10,Suministros y Medios,Etiquetas y Aplicadores,,,,,
,1948290,CINTA TZE545,Brother,TZE-545,7.97,2,Suministros y Medios,Etiquetas y Aplicadores,,,,,
,1966222,TONER HP 80X NEGRO 6900 PAG,Hp,CF280X,210.51,14,Suministros y Medios,Suministros Láser,260114,,179900,,239046
,1991214,Cable Adaptador Mini HDMI alta velocidad,Startech.Com,HDACFM5IN,11.17,5,Cables,Cables y Adaptadores de Video,,,,,
,1991372,3m Blue Snagless Cat6 UTP Patch Cable,Startech.Com,N6PATC3MBL,6.25,8,Cables,Cables y Adaptadores Fibra Optica,,,,,
,2010938,PAD MOUSE STANDARD L56001C,Kensington,L56001C,2.57,2,Equipamiento de Oficina,"Mousepads, Apoyamuñecas y Descanso",,,,,
,2023885,1m HDMI to DVI-D Cable - M/M,Startech.Com,HDDVIMM1M,9.46,4,Dispositivos Audio/Video,Cables de Proyector,,,,,
,2023888,Adaptador Hub USB a 2x Serial DB9 FTDI,Startech.Com,ICUSB2322I,74.53,10,Dispositivos de Entrada/Salida,Tarjetas Seriales,,,,,
,2023891,2M MINI DISPLAYPORT TO DISPLAYPORT CABLE,Startech.Com,MDP2DPMM2MW,13.68,5,Cables,Cables y Adaptadores de Video,,,,,
,2023895,Slim Stereo Y Cable 3.5 to 2x 3.5mm,Startech.Com,MUY1MFFS,6.66,15,Cables,Cables y Adaptadores de Video,,,,,
,2024684,TONER 128 RENDIMIENTO 2100 PAGINAS,Canon,3500B001,66.42,1,Suministros y Medios,Suministros Láser,260584,,79202,,86803
,2061236,3.5mm 4 Position Headset Extension Cable,Startech.Com,MUHSMF2M,7.33,20,Cables,Cables y Adaptadores de Video,,,,,
,2061241,3m Monitor VGA Video Cable HD15 to HD15,Startech.Com,MXTMMHQ3M,15.09,6,Cables,Cables y Adaptadores de Video,,,,,
,2086056,Bandeja Ajustable 1U 113kg,Startech.Com,ADJSHELFHDV,122.45,8,Protección Eléctrica y Racks,Estructuras de Rack,,,,,
,2086068,Bandeja para Rack 2U 22kg,Startech.Com,CABSHELF22,52.33,2,Protección Eléctrica y Racks,Racks,,,,,
,2086069,2U 22 Vented Fixed Rack Mount Shelf,Startech.Com,CABSHELF22V,55.75,1,Protección Eléctrica y Racks,Racks,,,,,
,2086100,15m Blue Snagless Cat6 UTP Patch Cable,Startech.Com,N6PATC15MBL,24.51,5,Cables,Cables y Adaptadores Fibra Optica,,,,,
,2086112,3m Black Snagless Cat6 UTP Patch Cable,Startech.Com,N6PATC3MBK,5.23,107,Cables,Cables y Adaptadores Fibra Optica,,,,,
,2137578,TINTA HP 711 29 ML X 3 CIAN MULTIPACK,Hp,CZ134A,68.3,35,Suministros y Medios,Suministros Inyección de Tinta,260151,,80990,,85288
,2137579,TINTA HP 711 29 ML X 3 MAGENTA MULTIPACK,Hp,CZ135A,68.34,42,Suministros y Medios,Suministros Inyección de Tinta,260150,,81990,,84697
,2137580,TINTA HP 711 29 ML X 3 AMARILLO PACK,Hp,CZ136A,68.89,27,Suministros y Medios,Suministros Inyección de Tinta,355981,,81860,,83979
,2149737,"Cable 1,8m Extension USB 3.0 A",Startech.Com,USB3SEXT6BK,9.64,1,Cables,Cables y Adaptadores USB,,,,,
,2301802,8in HDMI to DVI-D Video Cable Adapter,Startech.Com,HDDVIMF8IN,12.25,4,Cables,Cables y Adaptadores de Audio + Video,,,,,
,2325418,Cable 3m HDMI a Micro,Startech.Com,HDADMM3M,13.32,20,Cables,Cables y Adaptadores de Video,,,,,
,2325419,HDMI to DVI-D Adapter - F/M,Startech.Com,HDDVIFM8IN,12.26,1,Cables,Cables y Adaptadores de Audio + Video,,,,,
,2325420,0.5m High Speed HDMI Cable,Startech.Com,HDMM50CM,8.52,11,Cables,Cables y Adaptadores de Video,,,,,
,2325439,Cable Divisor Molex a 2x SATA,Startech.Com,PYO2LP4LSATR,2.51,8,Cables,Cables de Poder,,,,,
,2328273,CINTA ERC-41B,Epson,ERC-41B,2.09,1,Suministros y Medios,Suministros Matriz de Punto,,,,,
,2358711,CINTA TZES141,Brother,TZE-S141,6.75,6,Suministros y Medios,Etiquetas y Aplicadores,,,,,
,2366480,TONER 118 AMARILLO REND 2400 PAGINAS,Canon,2659B001,102.29,9,Suministros y Medios,Suministros Láser,260485,,122646,,131196
,2366481,TONER 118 MAGENTA REND 2400 PAGINAS,Canon,2660B001,102.29,9,Suministros y Medios,Suministros Láser,260486,,122646,,131215
,2366482,TONER 118 CIAN REND 2400 PAGINAS,Canon,2661B001,102.29,9,Suministros y Medios,Suministros Láser,261855,,122646,,129393
,2366483,TONER 118 NEGRO REND 3100 PAGINAS,Canon,2662B001,106.43,8,Suministros y Medios,Suministros Láser,260349,,127502,,136615
,2372313,Cable Divisor SATA a 2x SATA,Startech.Com,PYO2LSATA,4.87,1,Cables,Cables de Poder,,,,,
,2374377,USB 3.0 to Ethernet Adapter - White,Startech.Com,USB31000SW,28.43,1,Dispositivos de Red,Tarjetas de Red Ethernet Gigabit,382419,,35620,,36622
,2410879,Cable 20m Activo USB A a B,Startech.Com,USB2HAB65AC,61.0,1,Cables,Cables y Adaptadores USB,,,,,
,2430228,CARTUCHO DE TINTA LC103BK NEGRO,Brother,LC-103BK,18.25,21,Suministros y Medios,Etiquetas y Aplicadores,,,,,
,2430229,CARTUCHO DE TINTA LC103C CIAN,Brother,LC-103C,11.99,9,Suministros y Medios,Etiquetas y Aplicadores,,,,,
,2430230,CARTUCHO DE TINTA LC103M MAGENTA,Brother,LC-103M,11.99,12,Suministros y Medios,Etiquetas y Aplicadores,,,,,
,2430231,CARTUCHO DE TINTA LC103Y AMARILLO,Brother,LC-103Y,11.99,10,Suministros y Medios,Etiquetas y Aplicadores,,,,,
,2430232,CARTUCHO DE TINTA LC105C CIAN,Brother,LC-105C,18.03,3,Suministros y Medios,Etiquetas y Aplicadores,,,,,
,2430233,CARTUCHO DE TINTA LC105M MAGENTA,Brother,LC-105M,18.03,4,Suministros y Medios,Etiquetas y Aplicadores,,,,,
,2430235,CARTUCHO DE TINTA LC107BK NEGRO,Brother,LC-107BK,21.49,1,Suministros y Medios,Etiquetas y Aplicadores,270775,,26072,,26072
,2430236,TONER TN221 NEGRO,Brother,TN-221BK,61.25,22,Suministros y Medios,Etiquetas y Aplicadores,,,,,
,2430237,TONER TN221C CIAN,Brother,TN-221C,50.69,55,Suministros y Medios,Etiquetas y Aplicadores,265860,,244870,,244870
,2430238,TONER TN221M MAGENTA,Brother,TN-221M,50.69,52,Suministros y Medios,Etiquetas y Aplicadores,265860,,244870,,244870
,2430239,TONERTN221YYELLOW,Brother,TN-221Y,50.69,35,Suministros y Medios,Etiquetas y Aplicadores,265860,,244870,,244870
,2430240,TONER TN225C CIAN,Brother,TN-225C,65.87,5,Suministros y Medios,Etiquetas y Aplicadores,,,,,
,2431324,727 CABEZAL PARA PLOTTER,Hp,B3P06A,356.66,15,Suministros y Medios,Suministros Inyección de Tinta,,,,,
,2431351,TINTA HP 727 130-ML MAGENTA,Hp,B3P20A,96.27,21,Suministros y Medios,Suministros Inyección de Tinta,259839,,109990,,119187
,2431352,TINTA HP 727 130-ML AMARILLO,Hp,B3P21A,96.15,21,Suministros y Medios,Suministros Inyección de Tinta,259838,,108182,,119171
,2431353,TINTA HP 727 130-ML MATE NEGRO,Hp,B3P22A,97.36,16,Suministros y Medios,Suministros Inyección de Tinta,259842,,111858,,120722
,2431354,TINTA HP 727 130-ML FOTO NEGRO,Hp,B3P23A,96.13,34,Suministros y Medios,Suministros Inyección de Tinta,259840,,110448,,119389
,2431355,TINTA HP 727 130-ML GRIS,Hp,B3P24A,96.62,32,Suministros y Medios,Suministros Inyección de Tinta,259843,,111005,,117206
,2436589,CABLE 1M LIGHTNING USB BLANCO,Startech.Com,USBLT1MW,17.55,8,Cables,Cables y Adaptadores de Audio + Video,,,,,
,2436590,2m White 8-pin Lightning to USB Cable,Startech.Com,USBLT2MW,16.4,10,Cables,Cables y Adaptadores de Audio + Video,,,,,
,2465239,3ft Mini DisplayPort DP to DVI,Startech.Com,MDP2DVIMM3B,16.88,7,Pantallas,Monitores LCD/LED,,,,,
,2465246,2 Port PCIe USB 3.0 Card w/ SATA Power,Startech.Com,PEXUSB3S23,18.45,6,Dispositivos de Entrada/Salida,Dispositivos de Conectividad USB,,,,,
,2470848,CARTUCHO TINTA HP 970XL NEGRO 9200 PÃG,Hp,CN625AM,143.15,9,Suministros y Medios,Suministros Inyección de Tinta,260141,,171900,,177947
,2475274,1M White USB 2.0 EXTENSION CABLE - M/F,Startech.Com,USBEXTPAA1MW,8.01,6,Cables,Cables y Adaptadores USB,,,,,
,2475704,CARTUCHO DE TINTA PGI-35 NEGRO,Canon,1509B020AA,9.24,148,Suministros y Medios,Suministros Inyección de Tinta,,,,,
,2482477,3ft DisplayPort DP to VGA Adapter,Startech.Com,DP2VGAMM3B,26.54,5,Cables,Cables y Adaptadores USB,,,,,
,2482516,Cable 2m USB A a Mini B Abajo,Startech.Com,USBAMB2MD,4.16,2,Cables,Cables y Adaptadores USB,,,,,
,2484085,TINTA HP 727 300-ML MATE NEGRO,Hp,C1Q12A,171.97,20,Suministros y Medios,Suministros Inyección de Tinta,259836,,197565,,212594
,2485502,Cable 50cm USB A MicroB Blanco,Startech.Com,USBPAUB50CMW,5.74,1,Cables,Cables y Adaptadores USB,,,,,
,2492254,Bobina 304m Cable Cat6 Azul,Startech.Com,WIR6CMRBL,208.1,2,Cables,Cables y Adaptadores Fibra Optica,,,,,
,2514070,2m USB 2.0 A to Right Angle B Cable M/M,Startech.Com,USBAB2MR,7.9,10,Cables,Cables y Adaptadores USB,,,,,
,2515733,TONER GPR-39 NEGRO REND 15100 PAGINAS,Canon,2787B003,62.26,38,Suministros y Medios,Suministros Láser,260511,,74372,,80403
,2518407,Dual 2.5 SATA HDD to 3.5 Mount Bracket,Startech.Com,BRACKET25X2,8.97,3,Dispositivos de Almacenamiento,Componentes para Racks y Cajas de Discos,,,,,
,2518414,0.5m 1.5ft Black USB 3.0 Micro B Cable,Startech.Com,USB3AUB50CMB,9.19,10,Cables,Cables y Adaptadores USB,,,,,
,2519439,CARTUCHO DE TINTA CLI-151 XL NEGRO,Canon,6477B001,11.47,96,Suministros y Medios,Suministros Inyección de Tinta,260815,,13900,,15871
,2519440,CARTUCHO DE TINTA CLI-151 XL CIAN,Canon,6478B001,11.9,184,Suministros y Medios,Suministros Inyección de Tinta,260930,,13900,,15745
,2519441,CARTUCHO DE TINTA CLI-151 XL MAGENTA,Canon,6479B001,11.82,81,Suministros y Medios,Suministros Inyección de Tinta,260221,,13900,15490,15958
,2519442,CARTUCHO DE TINTA CLI-151 XL AMARILLO,Canon,6480B001,11.92,242,Suministros y Medios,Suministros Inyección de Tinta,260214,,13900,,16054
,2520041,TONER TN1060,Brother,TN-1060,24.96,3275,Suministros y Medios,Etiquetas y Aplicadores,,,,,
,2524091,CINTA TZEFX631,Brother,TZE-FX631,12.08,64,Suministros y Medios,Etiquetas y Aplicadores,,,,,
,2528604,TINTA PFI-102 CIAN 130ML,Canon,0896B001.,68.27,9,Suministros y Medios,Suministros para Plotters,,,,,
,2536925,Cable MiniJack 4p a 2x H 3 pin,Startech.Com,MUYHSMFFADW,1.8,9,Cables,Cables y Adaptadores de Video,,,,,
,2552835,Conversor Mini DisplayPort a VGA,Startech.Com,MDP2VGA2,20.14,4,Cables,Cables y Adaptadores USB,,,,,
,2561437,10m USB 2.0 Active Extension Cable,Startech.Com,USB2AAEXT10M,63.58,10,Cables,Cables y Adaptadores USB,,,,,
,2582920,CABEZAL PF-04,Canon,3630B003,328.9,8,Productos POS/AIDC/Código de Barras,Suministros para Impresoras POS,,,,,
,2590168,M.2 NGFF SSD to SATA Adapter Converter,Startech.Com,SAT32M225,23.52,1,Dispositivos de Almacenamiento,Hardware de montaje de Discos,,,,,
,2634114,Acoplador Keystone Cat6 RJ45,Startech.Com,C6KEYCOUPLWH,9.03,6,Cables,Cables y Adaptadores Fibra Optica,,,,,
,2634459,Cable 3m Cat6 Snagless Naranja,Startech.Com,N6PATC3MOR,6.1,5,Cables,Cables y Adaptadores Fibra Optica,,,,,
,2637675,TINTA PFI-107 NEGRO MATE 130ML,Canon,6704B001,65.02,23,Suministros y Medios,Suministros Inyección de Tinta,259958,,77949,,83973
,2637676,TINTA PFI-107 NEGRO 130ML,Canon,6705B001,64.42,39,Suministros y Medios,Suministros Inyección de Tinta,259972,,77238,,83233
,2637678,TINTA PFI-107 MAGENTA 130ML,Canon,6707B001,65.13,36,Suministros y Medios,Suministros Inyección de Tinta,259962,,78091,,83981
,2637679,TINTA PFI-107 AMARILLO 130ML,Canon,6708B001,65.77,28,Suministros y Medios,Suministros Inyección de Tinta,259966,,79202,,85158
,2637704,TINTA C13S020563 NEGRO 480Â PAG,Epson,C13S020563,52.83,1,Productos POS/AIDC/Código de Barras,Suministros para Impresoras POS,278491,,62780,,64953
,2637706,TINTA C13S020565 MAGENTA 430Â PAG,Epson,C13S020565,18.69,8,Productos POS/AIDC/Código de Barras,Suministros para Impresoras POS,278492,,23381,,24956
,2637707,TINTA C13S020566 AMARILLO 430Â PAG,Epson,C13S020566,18.69,14,Productos POS/AIDC/Código de Barras,Suministros para Impresoras POS,280122,,23381,,24944
,2650642,Acoplador HDMI Hembra a Hembra,Startech.Com,GCHDMIFF,9.9,3,Cables,Cables y Adaptadores de Video,,,,,
,2653592,VGA to HDMI Adapter with USB Audio Power,Startech.Com,VGA2HDU,57.87,1,Cables,Cables y Adaptadores de Video,,,,,
,2664153,5m USB 2.0 Active Extension Cable - M/F,Startech.Com,USB2AAEXT5M,55.65,10,Cables,Cables y Adaptadores USB,,,,,
,2682287,0.3m Short High Speed HDMI Cable MM,Startech.Com,HDMM30CM,7.8,25,Dispositivos Audio/Video,Cables de Proyector,,,,,
,2683725,TINTA HP 764 300-ML CIAN,Hp,C1Q13A,136.43,4,Suministros y Medios,Suministros Inyección de Tinta,260566,,156735,,169381
,2683726,TINTA HP764 300ML T3500 MAGENTA- NEGRO,Hp,C1Q14A,140.28,3,Suministros y Medios,Suministros Inyección de Tinta,260164,,142490,,170167
,2683727,TINTA HP 764 300-ML AMARILLO,Hp,C1Q15A,139.35,2,Suministros y Medios,Suministros Inyección de Tinta,260835,,166142,,175168
,2683729,TINTA HP 764 300-ML FOTO NEGRO,Hp,C1Q17A,140.42,3,Suministros y Medios,Suministros Inyección de Tinta,260026,,161329,,174363
,2687755,Cable micro USB 3.0 delgado de 2m,Startech.Com,USB3AUB2MS,15.75,7,Cables,Cables y Adaptadores USB,,,,,
,2701099,2m Gray Snagless UTP Cat6 Patch Cable,Startech.Com,N6PATC2MGR,4.97,7,Cables,Cables y Adaptadores Fibra Optica,,,,,
,2723990,TONER HP 81A NEGRA 10500 PAG,Hp,CF281A,200.39,33,Suministros y Medios,Suministros Láser,260932,,172550,,239303
,2723991,TONER HP 81X NEGRO 25000 PAG,Hp,CF281X,339.9,33,Suministros y Medios,Suministros Láser,260347,,379990,,379990
,2734504,Mochila Kamet Nylon 15 6 IN,Kensington,K62599,23.22,6,Computadores Servidores y Notebooks,Accesorios para Tablet PCs,,,,,
